"offering_id","title","tutor_name","platform_name","difficulty_level","price","rating","description","Mode","num_enrollments","offering_type","location","certifications"
"1482108.0","Mechanics: Rotational Dynamics","Massachusetts Institute of Technology","EdX","Intermediate","3953","0.462181921","Learn about rotational dynamics, rigid bodies and moment of inertia in this calculus-based physics course.","online","","db2","remote","yes"
"1189244.0","Applying Health Coaching in Patient Care","Doane University","EdX","Beginner","1384","0.67194699","Learn essential coaching techniques to assist patients with behavior and lifestyle modifications.","online","","db2","remote","yes"
"1164668.0","Databases: Modeling and Theory","Stanford University","EdX","Beginner","1488","0.087400366","This course is one of five self-paced courses on the topic of Databases, originating as one of Stanford's three inaugural massive open online courses released in the fall of 2011. The original ""Databases"" courses are now all available on edx.org.","online","","db2","remote","yes"
"1518974.0","Islamic Banking: Principles, Practice and Risk Management","The Islamic Research and Training Institute","EdX","Beginner","2416","0.871144349","Learn about principles and practices of Islamic banking and its related risk management concepts.","online","","db2","remote","yes"
"1252738.0","Software Construction: Object-Oriented Design","University of British Columbia","EdX","Intermediate","1483","0.815532781","This course is part of a MicroMastersÂ® Program","online","","db2","remote","yes"
"1928579.0","Introduction to Hyperledger Sovereign Identity Blockchain Solutions: Indy, Aries & Ursa","The Linux Foundation","EdX","Beginner","3272","0.044668553","Learn how Hyperledger Aries, Indy and Ursa add a necessary layer of trust to the Internet, creating and using independent digital identities rooted on blockchains or other distributed ledgers.","online","","db2","remote","yes"
"1791363.0","The Civil War and Reconstruction - 1861 - 1865: A New Birth of Freedom","Columbia University","EdX","Beginner","2231","0.310942734","Learn about the political, social, and economic changes in the Union and the Confederacy and the Civil Warâ€™s long-term economic and intellectual impact.","online","","db2","remote","yes"
"1211781.0","Innovation Strategies for Electric Mobility: The StreetScooter Case","RWTH Aachen University","EdX","Intermediate","1291","0.970416972","Help your organization develop the strategies needed to become a front-runner of innovation in electric mobility and beyond.","online","","db2","remote","yes"
"1181060.0","Sustainable Energy","Massachusetts Institute of Technology","EdX","Expert","2444","0.188207811","Learn to critically analyze modern energy technologies from engineering and socio-political perspectives, and gain the skills necessary to help the world meet rising energy demand while reducing carbon dioxide and other greenhouse gas emissions driving climate change","online","","db2","remote","yes"
"1148296.0","Designing and Leading Learning Systems","The University of Michigan","EdX","Expert","1599","0.654991906","Learn leading strategies for educational innovation to improve practice, raise student performance, and reduce achievement gaps.","online","","db2","remote","yes"
"1990024.0","How the U.S. Government Works & How to Get Involved","Georgetown University","EdX","Beginner","1156","0.791105785","This is not your average government class: Our primer offers an overview of the basics, how they apply today, plus the tools you need to make your voice heard.","online","","db2","remote","yes"
"1572234.0","Inspiring and Motivating Arts and Culture Teams","The University of Michigan","EdX","Beginner","3992","0.002026252","Learn critical leadership skills that enable you to inspire and motivate individuals and teams, specifically in arts and culture organizations.","online","","db2","remote","yes"
"1815947.0","Principles of Microeconomics: An Economist Way of Thinking","The University of Queensland","EdX","Intermediate","1896","0.109255393","Explore the fundamentals of microeconomics including economic efficiency, scarcity and opportunity costs. This course will set you up to think like an economist and to identify how economics relates to the everyday choices we make.","online","","db2","remote","yes"
"1875342.0","A System View of Communications: From Signals to Packets (Part 1)","The Hong Kong University of Science and Technology","EdX","Beginner","2777","0.245785779","Explore the tradeoffs in designing communication systems like mobile phones, and the engineering tools to handle them.","online","","db2","remote","yes"
"1613201.0","Invasions, Rebellions, and the Fall of Imperial China","Harvard University","EdX","Beginner","2567","0.480580076","An overview of modern Chinese history, including the fall of the Qing and the end of imperial China.","online","","db2","remote","yes"
"1854866.0","AP® English Literature & Composition – Part 3: Plays","University of California, Berkeley","EdX","Beginner","2889","0.297493584","Enhance your reading and writing skills as you interpret and learn about plays in preparation for the APÂ® English Literature & Composition exam.","online","","db2","remote","yes"
"1297810.0","Proteins: Biology's Workforce","Rice University","EdX","Intermediate","3064","0.925714688","Learn how the protein you eat keeps you alive and healthy by powering key functions from metabolism to DNA replication.","online","","db2","remote","yes"
"1729942.0","Linear Algebra I: Linear Equations","The Georgia Institute of Technology","EdX","Intermediate","3989","0.182213774","This course takes you through the first three weeks of MATH 1554, Linear Algebra, as taught in the School of Mathematics at The Georgia Institute of Technology.","online","","db2","remote","yes"
"1322393.0","Fundamentals of Biomedical Imaging: Ultrasounds, X-ray, positron emission tomography (PET) and applications","École polytechnique fédérale de Lausanne","EdX","Expert","2861","0.233983288","Learn how principles of basic science are integrated into major biomedical imaging modalities and the different techniques used, such as X-ray computed tomography (CT), ultrasounds and positron emission tomography (PET).","online","","db2","remote","yes"
"1867164.0","Sustainable Food Systems: A Mediterranean Perspective","SDG Academy","EdX","Intermediate","1640","0.35054307","How do we produce more, better quality, and safer food while simultaneously achieving social and environmental goals?","online","","db2","remote","yes"
"1553822.0","Scripting and Programming Foundations","Western Governors University","EdX","Beginner","2941","0.969388867","This course is an introduction to programming theory, covering basic elements such as variables, data types, flow control, and design concepts. The course is language-agnostic in nature, ending in a survey of languages and introduces the distinction between interpreted and compiled languages.","online","","db2","remote","yes"
"1662367.0","Using GPUs to Scale and Speed-up Deep Learning","IBM","EdX","Intermediate","2887","0.059275241","Training complex deep learning models with large datasets takes along time. In this course, you will learn how to use accelerated GPU hardware to overcome the scalability problem in deep learning.","online","","db2","remote","yes"
"1000867.0","StudioX: Creating a Course with edX Studio","edX","EdX","Beginner","1534","0.26368222","Learn the fundamentals of creating courses on the edX platform using edX Studio.","online","","db2","remote","yes"
"1334692.0","The Power of Data","Rolls-Royce","EdX","Beginner","3039","0.479742657","'The power of dataâ€™ is an interactive introduction to data and why it matters, with a focus on data analytics. In under an hour, you'll discover what data is and how it improves our world, through a series of animations, case studies and tips. Youâ€™ll learn that to get the most from your data, you need to go on a journey, gaining insight along the way. This course highlights key factors relating to collecting, sharing, analysing and generating value from data.","online","","db2","remote","yes"
"1709482.0","Drones and Autonomous Systems 2: Applications in Emergency Management","University of Maryland Global Campus-University System of Maryland","EdX","Intermediate","2315","0.89969065","Learn the latest applications of unmanned aerial systems (UAS) in emergency management, public safety, and industry, as well as the potential risks UAS pose to safety and privacy.","online","","db2","remote","yes"
"1611179.0","MathTrackX: Differential Calculus","University of Adelaide","EdX","Beginner","3655","0.508707378","Discover concepts and techniques relating to differentiation and how they can be applied to solve real world problems.","online","","db2","remote","yes"
"1531307.0","Global China: From the Mongols to the Ming","Harvard University","EdX","Beginner","2882","0.209742866","Explore the impact of the conquest dynasties and the world of the Ming.","online","","db2","remote","yes"
"1387948.0","Leaders in Citizen Security and Justice Management for the Caribbean","Inter-American Development Bank","EdX","Intermediate","1026","0.130428923","Learn about the latest in prevention, police and justice modernization, and social rehabilitation.","online","","db2","remote","yes"
"1609138.0","Computational Neuroscience: Neuronal Dynamics of Cognition","École polytechnique fédérale de Lausanne","EdX","Expert","2818","0.984920195","This course explains the mathematical and computational models that are used in the field of theoretical neuroscience to analyze the collective dynamics of thousands of interacting neurons.","online","","db2","remote","yes"
"1459635.0","Cities and the Challenge of Sustainable Development","SDG Academy","EdX","Beginner","2453","0.887595594","What is a sustainable city? Learn the basics here.","online","","db2","remote","yes"
"1811893.0","MathTrackX: Special Functions","University of Adelaide","EdX","Beginner","2267","0.501051376","Understand trigonometric, exponential and logarithmic functions and how they can be applied in the real world.","online","","db2","remote","yes"
"1344951.0","Data Engineer","School of Data Science","Udacity","Intermediate","3986","0.309356781","Data Engineering is the foundation for the new world of Big Data. Enroll now to build production-ready data infrastructure, an essential skill for advancing your data career.","physical","","db2","remote","yes"
"1680827.0","Data Scientist","School of Data Science","Udacity","Expert","3949","0.338375403","Build effective machine learning models, run data pipelines, build recommendation systems, and deploy solutions to the cloud with industry-aligned projects.","physical","","db2","remote","yes"
"1537467.0","Data Analyst","School of Data Science","Udacity","Intermediate","2939","0.309356781","Use Python, SQL, and statistics to uncover insights, communicate critical findings, and create data-driven solutions.","physical","","db2","remote","yes"
"1035709.0","C++","School of Autonomous Systems","Udacity","Intermediate","2929","0.309356781","Get hands-on experience by building five real-world projects.","physical","","db2","remote","yes"
"1533374.0","Product Manager","School of Product Management","Udacity","Beginner","2652","0.338375403","Envision and execute the development of industry-defining products, and learn how to successfully bring them to market.","physical","","db2","remote","yes"
"1781183.0","Business Analytics","School of Business","Udacity","Beginner","3230","0.338375403","Gain foundational data skills applicable to any industry. Collect and analyze data, model business scenarios, and communicate your findings with SQL, Excel, and Tableau.","physical","","db2","remote","yes"
"1011141.0","Introduction to Programming","School of Programming & Development","Udacity","Beginner","3701","0.338375403","Udacity's Intro to Programming is your first step towards careers in Web and App Development, Machine Learning, Data Science, AI, and more! This program is perfect for Beginners.","physical","","db2","remote","yes"
"1842631.0","Digital Marketing","School of Business","Udacity","Beginner","1781","0.338375403","Gain real-world experience running live campaigns as you learn from top experts in the field. Launch your career with a 360-degree understanding of digital marketing.","physical","","db2","remote","yes"
"1670607.0","Deep Learning","School of Artificial Intelligence","Udacity","Intermediate","3637","0.338375403","Deep learning is driving advances in artificial intelligence that are changing our world. Enroll now to build and apply your own deep neural networks to produce amazing solutions to important challenges.","physical","","db2","remote","yes"
"1611222.0","Blockchain Developer","School of Programming & Development","Udacity","Intermediate","3665","0.280338158","Demand for blockchain developers is skyrocketing. In this program, you'll work with the Bitcoin and Ethereum protocols, build projects for real-world application, and gain the essential skills for a career in this dynamic space.","physical","","db2","remote","yes"
"1983960.0","UX Designer","School of Product Management","Udacity","Beginner","2153","0.338375403","Design impactful user experiences for products in todayï¿½s digital world.","physical","","db2","remote","yes"
"1758681.0","Artificial Intelligence for Trading","School of Artificial Intelligence","Udacity","Intermediate","3048","0.309356781","Complete real-world projects designed by industry experts, covering topics from asset management to trading signal generation. Master AI algorithms for trading, and build your career-ready portfolio.","physical","","db2","remote","yes"
"1244639.0","Machine Learning Engineer","School of Artificial Intelligence","Udacity","Intermediate","3126","0.309356781","Become a machine learning engineer and apply predictive models to massive data sets in fields like education, finance, healthcare or robotics.","online","","db2","remote","yes"
"1480160.0","AI Programming with Python","School of Artificial Intelligence","Udacity","Beginner","1578","0.309356781","Learn Python, NumPy, Pandas, Matplotlib, PyTorch, Calculus, and Linear Algebraï¿½the foundations for building your own neural network.","online","","db2","remote","yes"
"1959395.0","Front End Web Developer","School of Programming & Development","Udacity","Intermediate","2121","0.309356781","Learn how to build high quality websites and dynamic applications to create stunning user experiences for the web.","online","","db2","remote","yes"
"1648101.0","Full Stack Web Developer","School of Programming & Development","Udacity","Intermediate","3115","0.280338158","Learn to design and develop powerful modern web applications that form the foundation for the apps, websites, and systems that people and businesses use every day.","online","","db2","remote","yes"
"1148391.0","SQL","School of Data Science","Udacity","Beginner","3677","0.309356781","Master SQL, the core language for Big Data analysis, and enable insight-driven decision-making and strategy for your business.","online","","db2","remote","yes"
"1193449.0","Machine Learning DevOps Engineer","School of Artificial Intelligence","Udacity","Expert","3556","0.471982488","In this program,you will build theDevOps skills required to automate the various aspects and stages of machine learning model building and monitoring.","online","","db2","remote","yes"
"1658347.0","IntermediatePython","School of Programming & Development","Udacity","Intermediate","1810","0.251319535","The IntermediatePython Nanodegree program teaches Intermediate-level skills for programming with the Python language.  It is ideal for developers interested in using Python to build more complex algorithms with greater capabilities in preparation for a variety of different roles spanning fields like data science, AI, and software engineering.","online","","db2","remote","yes"
"1437164.0","React","School of Programming & Development","Udacity","Intermediate","1861","0.309356781","React is completely transforming Front-End Development. Master this powerful UI library from Facebook with Udacity.","online","","db2","remote","yes"
"1592814.0","Java Developer","School of Programming & Development","Udacity","Intermediate","2875","0.251319535","Learn back-end development with the Java programming language","online","","db2","remote","yes"
"1848815.0","AI for Healthcare","School of Artificial Intelligence","Udacity","Expert","3256","0.309356781","Be at the forefront of the revolution of AI in Healthcare, and transform patient outcomes. Enable enhanced medical decision-making powered by machine learning to build the treatments of the future.","online","","db2","remote","yes"
"1773040.0","Data Product Manager","School of Product Management","Udacity","Intermediate","1775","0.251319535","Hone specialized skills in Data Product Management by learning how to apply data science best practices to build data-driven products backed by scalable data strategies to deliver the right experience to the right users, at the right time.","online","","db2","remote","yes"
"1617393.0","Full Stack JavaScript Developer","School of Programming & Development","Udacity","Intermediate","3896","0.623323422","Youï¿½ll master the skills necessary to become a successful full stack developer. Learn how to build UI and UX, create APIs and server side business logic and develop the persistence layer to store, process and retrieve data.","online","","db2","remote","yes"
"1310195.0","Data Structures and Algorithms","School of Programming & Development","Udacity","Intermediate","3738","0.338375403","Get hands-on practice with over 100 data structures and algorithm exercises and technical mentor support when needed to help prepare you for interviews and on-the-job scenarios.","online","","db2","remote","yes"
"1533428.0","Java Programming","School of Programming & Development","Udacity","Beginner","3290","0.446068501","This Nanodegree program is intended to elevate your Java abilities and teach you the fundamental skills used by Java developers to design, code, test and deploy cutting-edge Java software. It is ideal for programming Beginners with little or no Java experience who want to set themselves up for success as a professional Java developer and deploy functional Java-based applications of their own creation.","online","","db2","remote","yes"
"1385971.0","Android Kotlin Developer","School of Programming & Development","Udacity","Intermediate","1779","0.338375403","Master Android app development with Kotlin, a modern programming language that enables developers to be more productive.","online","","db2","remote","yes"
"1742330.0","AI Product Manager","School of Product Management","Udacity","Beginner","1269","0.222300913","Learn to develop AI products that deliver business value. Build skills that help you compete in the new AI-powered world.","online","","db2","remote","yes"
"1256955.0","Deep Reinforcement Learning","School of Artificial Intelligence","Udacity","Expert","2762","0.338375403","Master the deep reinforcement learning skills that are powering amazing advances in AI. Then start applying these to applications like video games and robotics.","online","","db2","remote","yes"
"1203709.0","Cloud DevOps Engineer","School of Cloud Computing","Udacity","Intermediate","3385","0.309356781","Companies are looking for talented DevOps engineers to remain competitive in this agile world. Enroll now to operationalize infrastructure at scale and deliver applications and services at high velocity, an essential skill for advancing your career.","online","","db2","remote","yes"
"1080830.0","Computer Vision","School of Artificial Intelligence","Udacity","Expert","3781","0.338375403","Learn the computer vision skills behind advances in robotics and automation. Write programs to analyze images, implement feature extraction, and recognize objects using deep learning models.","online","","db2","remote","yes"
"1693185.0","Robotics Software Engineer","School of Autonomous Systems","Udacity","Expert","3922","0.280338158","Build five hands-on projects to acquire core robotics software engineering skills: ROS, Gazebo, Localization, Mapping, SLAM, Navigation, and Path Planning.","online","","db2","remote","yes"
"1697282.0","Natural Language Processing","School of Artificial Intelligence","Udacity","Expert","3645","0.280338158","Learn the skills to get computers to understand, process, and respond to human language. Build models on real data, and get hands-on experience with sentiment analysis, machine translation, and more.","online","","db2","remote","yes"
"1111553.0","Data Architect","School of Data Science","Udacity","Expert","3025","0.251319535","Learn how to plan, design and implement enterprise data infrastructure solutions and create the blueprints for your organizationï¿½s data success.","online","","db2","remote","yes"
"1302020.0","Cloud Developer","School of Cloud Computing","Udacity","Intermediate","1363","0.251319535","Cloud development is the foundation for the new world of software development. Enroll now to build and deploy production-ready full stack apps at scale on AWS, an essential skill for advancing your web development career.","physical","","db2","remote","yes"
"1082885.0","Intro to Self-Driving Cars","School of Autonomous Systems","Udacity","Intermediate","3436","0.309356781","This introductory program is the perfect way to start your journey.","physical","","db2","remote","yes"
"1445383.0","Cloud Native Application Architecture","School of Cloud Computing","Udacity","Intermediate","2969","0.428086884","Youï¿½ll master the skills necessary to become a successful cloud native architect. Learn to run and manage scalable applications in a cloud native environment, using open source tools and projects like ArgoCD, gRPC, and Grafana.","physical","","db2","remote","yes"
"1594888.0","Data Streaming","School of Data Science","Udacity","Expert","3993","0.222300913","Learn how to stream data to unlock key insights in real-time.","physical","","db2","remote","yes"
"1990152.0","Introduction to Cybersecurity","School of Cybersecurity","Udacity","Beginner","1084","0.280338158","Get your start in the high growth field of cybersecurity by building foundational skills in how to evaluate, maintain and monitor the security of computer systems.","physical","","db2","remote","yes"
"1361420.0","Data Analysis and Visualization with Power BI","School of Data Science","Udacity","Beginner","2917","0.481125912","Youï¿½ll master the in-demand skills necessary to become a successful data analyst like data pre-processing, visualization and analysis using Power BI as the primary tool.","physical","","db2","remote","yes"
"1388044.0","Intro to Machine Learning with PyTorch","School of Artificial Intelligence","Udacity","Intermediate","1539","0.338375403","Build a solid foundation in Supervised, Unsupervised, and Deep Learning. Then, use these skills to test and deploy machine learning models in a production environment.","physical","","db2","remote","yes"
"1676819.0","Sensor Fusion Engineer","School of Autonomous Systems","Udacity","Expert","3470","0.338375403","Learn to fuse lidar point clouds, radar signatures, and camera images using Kalman Filters to perceive the environment and detect and track vehicles and pedestrians over time.","physical","","db2","remote","yes"
"1181204.0","Agile Software Development","School of Product Management","Udacity","Beginner","3658","0.309356781","The Agile Software Development Nanodegree program equips you with the skills you need to guide the delivery of high value products with top notch software development teams._x000D_
","physical","","db2","remote","yes"
"1904148.0","Intro to Machine Learning with TensorFlow","School of Artificial Intelligence","Udacity","Intermediate","2493","0.338375403","Build a solid foundation in Supervised, Unsupervised, and Deep Learning. Then, use these skills to test and deploy machine learning models in a production environment.","physical","","db2","remote","yes"
"1234462.0","Ethical Hacker","School of Cybersecurity","Udacity","Expert","2364","0.074064292","Master the skills necessary to become a successful Ethical Hacker. Learn how to find and exploit vulnerabilities and weaknesses in various systems, design and execute a penetration testing plan, and report on test findings using valid evidence.","physical","","db2","remote","yes"
"1758751.0","AWS Cloud Architect","School of Cloud Computing","Udacity","Expert","1737","0.309356781","Lead your organization's cloud computing strategy as an AWS Cloud Architect. Plan, design, and build secure, high availability cloud infrastructure.","physical","","db2","remote","yes"
"1363486.0","iOS Developer","School of Programming & Development","Udacity","Beginner","1916","0.309356781","Master the Swift programming language, and create a portfolio of iOS apps for iPhone and iPad to showcase your skills!","physical","","db2","remote","yes"
"1879585.0","Cloud Developer using Microsoft Azure","School of Cloud Computing","Udacity","Intermediate","1921","0.755493401","The Cloud Developer using Microsoft Azure program prepares students with critical cloud computing skills in how to deploy, build, migrate, and monitor applications on Azure.","physical","","db2","remote","yes"
"1406498.0","IntermediateJavaScript","School of Programming & Development","Udacity","Intermediate","2253","0.251319535","Master JavaScript, the most popular programming language in the world. Be equipped for Expertroles in web development, server-side application development, and desktop development.","physical","","db2","remote","yes"
"1310251.0","AI for Business Leaders","School of Business","Udacity","Intermediate","1954","0.309356781","Master the foundations of artificial intelligence so you can strategically implement machine learning technology in your organization, and leverage it for corporate growth.","physical","","db2","remote","yes"
"1592878.0","Predictive Analytics For Business","School of Business","Udacity","Beginner","3254","0.338375403","Predictive analytics is the practice of determining patterns from data to predict future outcomes and trends. Across industries, it enables high-value solutions to important business problems.","physical","","db2","remote","yes"
"1547824.0","Marketing Analytics","School of Business","Udacity","Beginner","1658","0.309356781","Gain foundational data skills applicable to marketing. Collect and analyze data, model marketing scenarios, and communicate your findings with Excel, Tableau, Google Analytics, and Data Studios.","physical","","db2","remote","yes"
"1371696.0","Machine Learning Engineer for Microsoft Azure","School of Artificial Intelligence","Udacity","Intermediate","1122","0.280338158","Strengthen your machine learning skills and build practical experience by training, validating, and evaluating models using Azure Machine Learning. ","physical","","db2","remote","yes"
"1996339.0","Activation and Retention Strategy","School of Product Management","Udacity","Intermediate","1991","0.572171505","Hone specialized Product Management skills in activation and retention strategy. Guide users through the activation funnel as fast as possible, so they reach your productï¿½s aha-moment, and deploy experiments to improve customer lifetime value and decrease churn.","physical","","db2","remote","yes"
"1375795.0","Android Basics","School of Programming & Development","Udacity","Beginner","2188","0.367394026","No programming experience? No Problem! Start developing Android apps today.","physical","","db2","remote","yes"
"1498680.0","Security Engineer","School of Cybersecurity","Udacity","Intermediate","3699","0.822832628","Take advantage of the growing need for skilled security professionals by mastering the sought-after skills to protect an organizationï¿½s computer networks and systems from security threats or attacks.","physical","","db2","remote","yes"
"1308217.0","Monetization Strategy","School of Product Management","Udacity","Intermediate","2334","0.92028467","Monetization Strategy is the third of three courses in the Growth Product Manager Nanodegree program. Hone specialized Product Management skills in monetization strategy by learning how to implement strategies to drive profitable growth for your business. Build and test pricing plans and market selection, target the right buyer personas, and be equipped to harness their full lifetime value.","physical","","db2","remote","yes"
"1973816.0","Artificial Intelligence","School of Artificial Intelligence","Udacity","Expert","1056","0.280338158","Learn essential Artificial Intelligence concepts from AI experts like Peter Norvig and Sebastian Thrun, including search, optimization, planning, pattern recognition, and more.","physical","","db2","remote","yes"
"1400378.0","Security Analyst","School of Cybersecurity","Udacity","Intermediate","2945","0.439802281","Learn to identify, correct and respond to security weaknesses and incidents. Youï¿½ll also get real-world experience monitoring network traffic, analyzing alert and log data, and following incident handling procedures.","physical","","db2","remote","yes"
"1363516.0","Data Visualization","School of Data Science","Udacity","Beginner","1412","0.309356781","Combine data, visuals, and narrative to tell impactful stories and make data-driven decisions.","physical","","db2","remote","yes"
"1240637.0","Flying Car and Autonomous Flight Engineer","School of Autonomous Systems","Udacity","Expert","3007","0.309356781","Master job-ready autonomous flight software engineering skills as you tackle Expertchallenges, write real code for real aircraft, and develop a systems understanding of the Flying Car full-stack.","physical","","db2","remote","yes"
"1058367.0","Data Science for Business Leaders","School of Business","Udacity","Intermediate","3275","0.251319535","Master the people, platforms, and processes required to leverage the power of Data Science in your business.","physical","","db2","remote","yes"
"1891903.0","Programming for Data Science with R","School of Data Science","Udacity","Beginner","3081","0.367394026","Prepare for a data science career by learning the fundamental data programming tools: R, SQL, command line, and git.","physical","","db2","remote","yes"
"1584704.0","Growth Product Manager","School of Product Management","Udacity","Intermediate","2820","0.510230166","Hone specialized Product Management skills in growth strategy. Lead experimentation and data-driven decision-making in your organization to drive products to reach the next level of scale, impact, and profitability.","physical","","db2","remote","yes"
"1736259.0","Cloud DevOps using Microsoft Azure","School of Cloud Computing","Udacity","Intermediate","3455","0.19328229","Learn how to deploy, test, and monitor cloud applications on Azure, one of the most popular cloud services platforms used by businesses across the globe.","physical","","db2","remote","yes"
"1678915.0","RPA Developer with UiPath","School of Programming & Development","Udacity","Beginner","2312","0.921966053","Build the operational processes that enable the businesses of the future.","physical","","db2","remote","yes"
"1949251.0","Intelï¿½ Edge AI for IoT Developers","School of Artificial Intelligence","Udacity","Expert","1398","0.338375403","Lead the development of cutting-edge Edge AI applications that are the future of the Internet of Things. Leverage the Intelï¿½ Distribution of OpenVINOï¿½ Toolkit to fast-track development of high-performance computer vision and deep learning inference applications.","physical","","db2","remote","yes"
"1830468.0","Hybrid Cloud Engineer","School of Cloud Computing","Udacity","Intermediate","1708","0.338375403","This Nanodegree program, built in collaboration with experts from Nutanix, a leader in the cutting edge field of hyperconverged infrastructure software, takes cloud technology and data-center professionals on an in-depth journey into the design, deployment, and management of infrastructure and applications together on the Hybrid Cloud. Master the concepts you need to transform how your IT teams manage applications and support the business.","physical","","db2","remote","yes"
"1304136.0","Cloud Computing for Business Leaders","School of Business","Udacity","Intermediate","1165","0.648717519","This program will focus on the unique knowledge and skills that business leaders need to unlock the value of cloud technologies in their organizations, or enable a more cloud-native department that leverages cloud computing to drive growth and create operational efficiencies.","physical","","db2","remote","yes"
"1986120.0","Self Driving Car Engineer","School of Autonomous Systems","Udacity","Expert","1846","0.515242489","In this program, you will learn the techniques that power self-driving cars across the full stack of a vehicleï¿½s autonomous capabilities. Using Deep Learning with radar and lidar sensor fusion, you will train the vehicle to detect and identify its surroundings to inform navigation.","physical","","db2","remote","yes"
"1584714.0","Cyber-Physical Systems Design & Analysis","School of Autonomous Systems","Udacity","Expert","1605","0.00726093","This course provides an introduction to cyber-physical systems with an industrial perspective.","physical","","db2","remote","yes"
"1470027.0","Differential Equations in Action","School of Autonomous Systems","Udacity","Intermediate","3556","0.425983926","Write Python code to find numerical solutions to systems of differential equations. The models you create will fight wildfires, bring spaceships back to earth, and more!","physical","","db2","remote","yes"
"1371722.0","Self-Driving Fundamentals: Featuring Apollo ","School of Autonomous Systems","Udacity","Beginner","2600","0.103581925","Identify key parts of self-driving cars, utilize Apollo HD Map, localization, perception, prediction, planning and control, and start the learning path of building a self-driving car. ","physical","","db2","remote","yes"
"1971789.0","Introduction to Machine Learning using Microsoft Azure","School of Artificial Intelligence","Udacity","Intermediate","1666","0.166915654","Gain a high-level introduction to the field of machine learning and prepare to use Azure Machine Learning Studio to train machine learning models. Plus, learn how to perform a variety of tasks on Azure Machine Learning labs ï¿½ from data import, transformation and management to training, validating and evaluating models.","physical","","db2","remote","yes"
"1222222.0","AI Fundamentals","School of Artificial Intelligence","Udacity","Beginner","2735","0.241838253","AI Fundamentals is an entry point into the world of AI using Microsoft's cloud-based solutions, such as Azure Machine Learning and Azure Cognitive Services.","physical","","db2","remote","yes"
"1089103.0","Linear Algebra Refresher Course","School of Artificial Intelligence","Udacity","Intermediate","1081","0.513880425","Learn linear algebra by doing: you will code your own library of linear algebra functions!","physical","","db2","remote","yes"
"1365585.0","Machine Learning: Unsupervised Learning","School of Artificial Intelligence","Udacity","Intermediate","3614","0.902694266","Ever wonder how Netflix can predict what movies you'll like? Or how Amazon knows what you want to buy before you do? The answer can be found in Unsupervised Learning!","physical","","db2","remote","yes"
"1959506.0","Big Data Analytics in Healthcare","School of Artificial Intelligence","Udacity","Intermediate","3192","0.871682464","In this course, we introduce the characteristics of medical data and associated data mining challenges on dealing with such data. We cover various algorithms and systems.","physical","","db2","remote","yes"
"1533523.0","Intro to Descriptive Statistics","School of Artificial Intelligence","Udacity","Beginner","2458","0.725801129","Intro to Descriptive Statistics will teach you the basic concepts of statistics that can be used to extract information from data.","physical","","db2","remote","yes"
"1281621.0","Intelï¿½ Edge AI Fundamentals with OpenVINOï¿½","School of Artificial Intelligence","Udacity","Intermediate","1514","0.539156839","Stay at the cutting-edge of AI technology by gaining practical skills for deploying edge AI. Learn how to use the Intel Distribution of OpenVINO toolkit to deploy computer vision capabilities inside a range of edge applications.","physical","","db2","remote","yes"
"1652313.0","Artificial Intelligence","School of Artificial Intelligence","Udacity","Intermediate","1608","0.940790372","This course gives a survey of topics in AI along with in-depth foundational concepts such as classical search, probability, machine learning, logic and planning.","physical","","db2","remote","yes"
"1424985.0","Secure and Private AI","School of Artificial Intelligence","Udacity","Expert","1972","0.625781245","Learn how to extend PyTorch with the tools necessary to train AI models that preserve user privacy.","physical","","db2","remote","yes"
"1594979.0","Model Building and Validation","School of Artificial Intelligence","Udacity","Expert","2998","0.37581518","This course will teach you how to start from scratch in understanding and paying attention to what is important in the data and how to answer questions about data.","physical","","db2","remote","yes"
"1158756.0","Data Visualization and D3.js","School of Artificial Intelligence","Udacity","Intermediate","3724","0.910114681","Learn the fundamentals of data visualization and apply design and narrative concepts to create your own visualization.","physical","","db2","remote","yes"
"1941093.0","Machine Learning for Trading","School of Artificial Intelligence","Udacity","Intermediate","1496","0.922761991","Implement machine learning based strategies to make trading decisions using real-world data.","physical","","db2","remote","yes"
"1341034.0","Machine Learning","School of Artificial Intelligence","Udacity","Intermediate","2988","0.255441736","In this course, you'll learn how to apply Supervised, Unsupervised and Reinforcement Learning techniques for solving a range of data science problems.","physical","","db2","remote","yes"
"1521259.0","Intro to Hadoop and MapReduce","School of Artificial Intelligence","Udacity","Intermediate","3803","0.610918566","In this short course, learn the fundamentals of MapReduce and Apache Hadoop to start making sense of Big Data in the real world!","physical","","db2","remote","yes"
"1967724.0","Real-Time Analytics with Apache Storm","School of Artificial Intelligence","Udacity","Intermediate","3212","0.232576818","The world is trending in real time! Learn Apache Storm, taught by Twitter, to scalably analyze real-time tweets and drive d3 visualizations. Storm is free, open and fun!","physical","","db2","remote","yes"
"1142380.0","A/B Testing","School of Artificial Intelligence","Udacity","Intermediate","2211","0.663029884","This course will cover the design and analysis of A/B tests, also known as split tests, which are online experiments used to test potential improvements to a website or mobile application. ","physical","","db2","remote","yes"
"1738354.0","Data Analysis with R","School of Artificial Intelligence","Udacity","Intermediate","3706","0.349263416","Data is everywhere and so much of it is unexplored. Learn how to investigate and summarize data sets using R and eventually create your own analysis.","physical","","db2","remote","yes"
